gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,edible
3988468023,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/143543994,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma capnoides,NA,SPECIES,Hypholoma capnoides (Fr.) P.Kumm.,Hypholoma capnoides,NA,US,NA,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.213375,-124.105475,8,NA,NA,NA,NA,NA,2022-12-02T14:07:55Z,2,12,2022,2533439,2533439,HUMAN_OBSERVATION,iNaturalist,Observations,143543994,NA,Ethan Gilmore,2022-12-03T05:14:28Z,CC_BY_NC_4_0,Ethan Gilmore,Ethan Gilmore,NA,NA,2024-10-05T09:50:39Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,TRUE
4937108359,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/232607948,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Neolentinus,Neolentinus ponderosus,NA,SPECIES,Neolentinus ponderosus (O.K.Mill.) Redhead & Ginns,Neolentinus ponderosus,NA,US,NA,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.348883,-122.452433,244,NA,NA,NA,NA,NA,2024-07-28T15:46:00Z,28,7,2024,2548837,2548837,HUMAN_OBSERVATION,iNaturalist,Observations,232607948,NA,Glenn Fine,2024-07-30T00:36:33Z,CC_BY_NC_4_0,Glenn Fine,Glenn Fine,NA,NA,2024-10-05T10:05:28Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,TRUE
3961244752,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/140018611,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Coprinus comatus,NA,SPECIES,Coprinus comatus (O.F.Müll.) Pers.,Coprinus comatus,NA,US,NA,Oregon,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.565164,-124.187396,27317,NA,NA,NA,NA,NA,2022-10-25T12:24:23Z,25,10,2022,7987658,7987658,HUMAN_OBSERVATION,iNaturalist,Observations,140018611,NA,beavo9,2022-10-26T00:57:22Z,CC_BY_NC_4_0,beavo9,beavo9,NA,NA,2024-10-05T09:53:23Z,StillImage,COORDINATE_ROUNDED;TAXON_MATCH_TAXON_ID_IGNORED,TRUE
4506520436,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/194709874,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Sarcomyxaceae,Sarcomyxa,Sarcomyxa serotina,NA,SPECIES,Sarcomyxa serotina (Pers.) V.Papp,Sarcomyxa serotina,NA,US,NA,Oregon,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.533102,-122.71519,82,NA,NA,NA,NA,NA,2023-12-14T16:12:04Z,14,12,2023,11011338,11011338,HUMAN_OBSERVATION,iNaturalist,Observations,194709874,NA,foragingghost,2023-12-27T00:59:49Z,CC_BY_NC_4_0,truly_trevor,truly_trevor,NA,NA,2024-10-05T09:21:55Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,TRUE
2856512350,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/34227594,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,Xerocomellus mendocinensis,NA,SPECIES,"Xerocomellus mendocinensis (Thiers) N.Siegel, C.F.Schwarz & J.L.Frank",Xerocomellus mendocinensis,NA,US,NA,Oregon,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.988051,-123.094303,61,NA,NA,NA,NA,NA,2019-10-09T14:59:00Z,9,10,2019,11378538,11378538,HUMAN_OBSERVATION,iNaturalist,Observations,34227594,NA,noah_siegel,2020-06-29T12:41:56Z,CC_BY_NC_4_0,Bruce Newhouse,Bruce Newhouse,NA,NA,2024-10-05T09:33:07Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,TRUE
1677300108,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/8403768,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Coprinus comatus,NA,SPECIES,Coprinus comatus (O.F.Müll.) Pers.,Coprinus comatus,NA,US,NA,Oregon,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.437095,-122.732713,172,NA,NA,NA,NA,NA,2017-10-12T16:20:30Z,12,10,2017,7987658,7987658,HUMAN_OBSERVATION,iNaturalist,Observations,8403768,NA,Erika,2017-10-14T20:46:56Z,CC_BY_NC_4_0,Erika,Erika,NA,NA,2024-10-05T08:40:05Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,TRUE
3994120391,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/97352443,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus caerulescens,NA,SPECIES,Suillus caerulescens A.H.Sm. & Thiers,Suillus caerulescens,NA,US,NA,Oregon,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.51707,-122.525538,20,NA,NA,NA,NA,NA,2021-10-06T08:26:16Z,6,10,2021,5239913,5239913,HUMAN_OBSERVATION,iNaturalist,Observations,97352443,NA,Colton Veltkamp,2021-10-06T15:47:42Z,CC_BY_4_0,Colton Veltkamp,Colton Veltkamp,NA,NA,2024-10-05T09:47:10Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,TRUE
2988541417,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/65262128,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Gomphidius,Gomphidius glutinosus,NA,SPECIES,Gomphidius glutinosus (Schaeff.) Fr.,Gomphidius glutinosus,NA,US,NA,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.16405,-124.116182,1429,NA,NA,NA,NA,NA,2020-11-19T16:38:31Z,19,11,2020,2525027,2525027,HUMAN_OBSERVATION,iNaturalist,Observations,65262128,NA,noah_siegel,2020-11-20T15:40:51Z,CC_BY_NC_4_0,Humboldt Fungu,Humboldt Fungu,NA,NA,2024-10-05T08:48:34Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,TRUE
3415541709,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/101502775,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus bakerensis,NA,SPECIES,Hygrophorus bakerensis A.H.Sm. & Hesler,Hygrophorus bakerensis,NA,US,NA,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.263817,-123.987512,4,NA,NA,NA,NA,NA,2021-11-19T11:37:46Z,19,11,2021,3344538,3344538,HUMAN_OBSERVATION,iNaturalist,Observations,101502775,NA,Rebecca Twiss,2021-11-20T01:45:02Z,CC_BY_NC_4_0,Rebecca Twiss,Rebecca Twiss,NA,NA,2024-10-05T08:55:03Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,TRUE
3743075691,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/108474024,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Endoptychum,Endoptychum depressum,NA,SPECIES,Agaricus inapertus Vellinga,Agaricus inapertus,NA,US,NA,Idaho,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.318703,-116.156686,10,NA,NA,NA,NA,NA,2017-07-20T16:15:00Z,20,7,2017,5242933,2535110,HUMAN_OBSERVATION,iNaturalist,Observations,108474024,NA,Joe Matanzas,2022-03-13T01:19:28Z,CC_BY_NC_4_0,Joe Matanzas,Joe Matanzas,NA,NA,2024-10-05T09:43:42Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,TRUE
